"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Company Name","Description","Year Established","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/F011547/1","Research Grant","Spin Outs","University of Oxford","Engineering Science","Coussios","Constantin","","www.oxsonics.com","Therapeutic ultrasound technologies for minimally invasive surgery and drug delivery","2014","Received a TSB Biocatalyst award for &pound;2.1m, supplementing VC funding of &pound;2.7m.","http://www.oxsonics.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5463efd9388598.53587006&grantRef=EP%2FF011547%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/F011547/1","7F3AFFA4-08FC-4331-AFBA-4D7CFDF44102","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","BE060C1C-7FDA-4E37-AB7D-73E0E67C6492"
"BBSRC","BB/J019267/1","Research Grant","Spin Outs","University of Edinburgh","The Roslin Institute","Freeman","Tom","","Kajeka Ltd","Company offering network analysis tools and services for the analysis of high dimensional data. Based on IP and know how behind BioLayout Express3D. We are also generating a new generation of network analysis tools for enterprise level clients based on dynamic graph rendering. The company has won a number of grants to aid its development and is now actively seeking investment.","2014","The company is still at an early stage in its development but is beginning to gain traction and clients for the software.","http://www.kajeka.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=545fdea0174cf8.68967572&grantRef=BB%2FJ019267%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/J019267/1","5DF0CAF3-9FE5-41D7-8160-63A3DE9B37F4","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","45B93CB0-CE6C-4A23-A17F-DBF5536D9837"
"EPSRC","EP/M015173/1","Research Grant","Spin Outs","University of Oxford","Materials","Bhaskaran","Harish","","Bodle Technologies Limited","Bodle develops and commercialises a new class of active smart glazing products and displays.","2015","Bodle's core technology is about the creation and manipulation of colour that is reflected off a surface by changing the refractive index of ultra-thin functional layers. The technology is completely revolutionary, as it can achieve all of the following: * Extremely high resolution, with pixel sizes of sub-100 nm already demonstrated (compared to several micrometers for the best current technology). * Capable of very deep colour hues matching and even exceeding the range of colours possible by the latest technologies in displays * Can be clearly viewed in bright lighting conditions * Eye fatigue minimal as displays similar to paper * Very low power similar to electrochromic displays * Extremely high speed switching capable of video rendition in reflective mode, and even holographic displays possible as switching speeds are much lower than microseconds.","http://www.bodletechnologies.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56d70717717858.65242713&grantRef=EP%2FM015173%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/M015173/1","5E106FEC-2261-4DFD-B4A7-6191524B6272","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","B404C885-C393-4AAC-8F4B-8304DAF790DA"
"EPSRC","EP/L010917/1","Research Grant","Spin Outs","University of Cambridge","Engineering","Mair","Lord Robert","","8power Ltd","8power is a Cambridge University spin-off set up to commercialise CSIC technology on vibration energy harvesting and low-power autonomous sensing.","2015","The company is currently in pre-seed stage and is expected to complete seed investment in 2016.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56d9d761501c72.80300179&grantRef=EP%2FL010917%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/L010917/1","2D0D99C7-C61C-4938-9AD5-51D0CD5CD076","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","2A915F85-5B36-43DB-B608-B5600C68BE24"
"AHRC","AH/L00738X/1","Research Grant","Spin Outs","University of Central Lancashire","Sch of Art, Design and Performance","Binns","David","","ALUSID","ALUSID is a University of Central Lancashire spin-out company set up to realise the commercial opportunities of an Eco-material - developed through two AHRC awards:
. The Aesthetic of Waste - an investigation of the creative and commercial potential of kiln cast re-cycled mineral waste.
. Design to Manufacture: Realising the creative and commercial potential of a unique aesthetic 'Eco-material'

The company was set up with &pound;260,000 venture capital, secured by commercialisation partners Frontier IP.

The University has Licensed the IP to ALUSID. Currently the company employs 3 permanent staff, including Dr Alasdair Brenmer who is Operations Manager. Professor David Binns is seconded to ALUSID, as Creative and Technical Director.
The company has a board of 3 directors:
Tony Attard OBE - Chairman, Neil Crabb (Representing Frontier IP), Dr John Lonsdale (Representing UCLan).

The Company has now established a fully operational pilot factory in Preston.
Company address: Unit 6, Astra Business Park, Roman Way, Preston PR25AP

The company was launched at the 100% Design International Design Fair at Olympia in London in September 2015.

The University of Central Lancashire has licensed the IP to ALUSID and is currently patenting the new material (SilicaStone), developed through the AHRC funded research and now manufactured by ALUSID.
RE: HGF Ref. P138508US / MAH; US Patent Application No 14/439,576; Composite Material; University of Central Lancashire.","2014","Manufacturing of a unique range architectural surfacing products - 'SilicaStone' - made from recycled ceramic, glass and mineral waste. The notable impacts of the material to be manufactured by the Spin-out company include: * made from between 97 - 100% recycled waste; * converts 'low value' waste into a 'high value' product; * avoids any cementateous or toxic, synthetic polymers, common to many current 'green' composite products; * low levels of embodied energy and carbon emission: * requires lower firing temperatures than conventional ceramic tiles; * utilizes locally sourced waste (avoiding excessive transportation of raw materials); * all manufacturing waste (trimmings, sludges) can be re-introduced into the raw material input stream (Zero Waste, Closed Loop Manufacturing); * can be recycled at end of life and re-introduced into the raw material input steam (Cradle to Cradle Design Paradigm, End of Life Manufacturing).","http://www.alusid.co.uk/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5461dabe2c4887.84212681&grantRef=AH%2FL00738X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=AH/L00738X/1","B45337F4-F89D-4738-88E0-6250E1A4F74E","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","AEC15D5A-BFD5-4D34-978F-500C126C4FDC","761D08CF-AABC-4B51-8079-AC876B8743A9"
"EPSRC","EP/K02020X/1","Research Grant","Spin Outs","University of Oxford","Engineering Science","Cleveland","Robin","http://orcid.org/0000-0002-1797-4704","Oxford Enhanced Medical Ltd","The goal of the company is to translate the Electro-magnetic Acoustic technology into a clinical product.","2015","None to date as it has only just been founded.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56d61454d6cb39.25219745&grantRef=EP%2FK02020X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K02020X/1","2675865F-988C-456F-A1F5-074903FE004A","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","CC772E5B-B044-48EE-9357-F5716319BC8B"
"EPSRC","EP/J001597/1","Research Grant","Spin Outs","University of Hull","Physical Sciences","O'Neill","M","","Polar OLED","Polar OLED Ltd is the unique supplier of crosslinkable, liquid crystal based polymer materials for use as photoalignment layers, insoluble charge transport layers or light emitting polymers in OLED optoelectronic devices. Polar OLED is a spin out company from the University of Hull that has developed novel materials for use in optoelectronic devices. It is working alongside the IP Group plc and with manufacturers to develop and commercialise the patented materials and include them in commercial OLED systems. It is based at the Centre for Process Innovation, Sedgefield.","2008","N/A",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5460afed31dae3.42944593&grantRef=EP%2FJ001597%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J001597/1","3DF5BC2F-61EE-472F-8400-0532C8CCC603","798CB33D-C79E-4578-83F2-72606407192C","8A0FC07A-04CD-4F7A-9095-1D2E6C1D918F","862CF254-C8E5-46DA-945D-2BB94F7F5C70"
"MRC","MC_U105178841","Intramural","Spin Outs","MRC Laboratory of Molecular Biology",,"Amos","William","","Mesolens Ltd","Manufacturer of a novel lens system with the resolution of a microscope but the large field of a macro camera.; NULL","2009","So far, critical acclaim but no product manufactured yet: only one prototype so far.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=3940D148BB3&grantRef=MC_U105178841","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105178841","DBEAA2D3-1726-4364-90DF-0554D926C77C","C008C651-F5B0-4859-A334-5F574AB6B57C","AB7C0822-BBCB-4C61-85EC-5D13C7A31759","F9132722-44BE-4E34-8FFF-267D40FE28A2"
"BBSRC","BB/I02593X/1","Research Grant","Spin Outs","University of Oxford","Wellcome Trust Centre for Human Genetics","Lunter","Gerard","","Genomics plc","From the website:

We are aiming to lead the genomic transformation of healthcare
Our vision is simple: to fulfil the potential of genomics to change the world
We will lead the way through this challenge, using our expertise and experience to unleash the potential of genomics and set the standards by which healthcare professionals can benefit from genomic data.","2014","Secured US$ 15M in funding. Signed collaborations with Vertex Pharmaceuticals; Oxford University and Oxford University Hospitals NHS Trust; Biogen; Eisai Appointed Sekar Kathiresan as Chair of SAB","http://www.genomicsplc.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=545a3066462f76.58972802&grantRef=BB%2FI02593X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/I02593X/1","48623909-8FCB-4A3C-8190-119A308EE8D3","2512EF1C-401B-4222-9869-A770D4C5FAC7","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","E8D00225-AF0A-4CD9-9866-9B402EF33B53"
"EPSRC","TS/G000646/1","Research Grant","Spin Outs","University of Manchester","Dentistry","Ward","Christopher","","StrataStem Ltd","Biotech Start-up","2012","Biotech Start-up",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5457b9af8cb243.05332286&grantRef=TS%2FG000646%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=TS/G000646/1","D540AF56-4BDE-44D6-B3F6-0F4948F77628","798CB33D-C79E-4578-83F2-72606407192C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","FF3C4FB8-106D-4AC1-A06A-40C3D375EE86"
"MRC","G0600275","Research Grant","Spin Outs","University of Cambridge","Surgery","Pedersen","Roger","","Definigen","Research and experimental development on biotechnology","2011","Supplying chemically-defined medium and hepatocytes produced therefrom for drug discovery and toxicity testing.","http://www.definigen.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=544fe0fb0f9665.39232534&grantRef=G0600275","http://gtr.rcuk.ac.uk:80/projects?ref=G0600275","657AF774-1ED6-4B20-96E3-148E3AA5826F","C008C651-F5B0-4859-A334-5F574AB6B57C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","B0E0E482-B6A7-4461-BEF8-24FE249A1158"
"MRC","G0802647","Research Grant","Spin Outs","University of Leicester","Physics and Astronomy","Lees","John","http://orcid.org/0000-0003-3999-7787","Gamma Technologies Limited","Early stage spinout","2007","Actively seeking private investment","http://gammatechnologies.co.uk/aboutus.html","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=GrPdyzj6Guk&grantRef=G0802647","http://gtr.rcuk.ac.uk:80/projects?ref=G0802647","DA920961-ABF9-46B5-9760-143F9CF89270","C008C651-F5B0-4859-A334-5F574AB6B57C","C842A34F-18F7-454D-A259-FED802368496","9DD62DAC-6379-4C01-A39C-33A593CC3FAC"
"EPSRC","EP/G006245/1","Research Grant","Spin Outs","Queen Mary, University of London","Computer Science","Distefano","Dino","","Monoidics","Start-up developing an automatic software analyzer able to find subtle bugs in industrial software","2009","The company had several industrial clients using its product. Then the company was acquired by Facebook that now daily uses Monoidics software.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56dcc4a984deb6.72017388&grantRef=EP%2FG006245%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G006245/1","D7868474-C6D8-443B-BCB0-7053A2108176","798CB33D-C79E-4578-83F2-72606407192C","D5337A10-AC8A-402A-8164-C5F9CC6B0140","5C67C667-B4C0-4FDC-A9CA-1451BBB60638"
"BBSRC","BB/K020242/1","Research Grant","Spin Outs","University of Leicester","Biology","Matheson","Thomas","","Openbrain Ltd","Analytics development.","2012","Commercially sensitive information.","http://openbrain.co.uk/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5450c5a5e7c573.99707508&grantRef=BB%2FK020242%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/K020242/1","20D095D1-9B26-443A-9BB1-6E697804C391","2512EF1C-401B-4222-9869-A770D4C5FAC7","C842A34F-18F7-454D-A259-FED802368496","FF33ECBD-2AA9-408A-B42B-3CD305BB4C79"
"EPSRC","EP/H018913/1","Research Grant","Spin Outs","University of Cambridge","Engineering","Hutchings","Ian","","Ilumink Ltd.","Based upon world-leading breakthroughs in printable laser technology at the University of Cambridge, ilumink is developing new approaches for physical authentication.","2013","Based upon world-leading breakthroughs in printable laser technology at the University of Cambridge, ilumink is developing new approaches for physical authentication.","http://www.ilumink.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=55ba2eb9a87314.00320026&grantRef=EP%2FH018913%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H018913/1","8C8B382E-03ED-4F58-ADD4-51CDC1AF354A","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","E266972F-6E4A-4388-A919-5D0283BFAF86"
"BBSRC","BB/I004343/1","Research Grant","Spin Outs","University of Liverpool","Sch of Biological Sciences","Turnbull","Jerry","","IntelliHep Ltd","Spin-out company from University of Liverpool aiming to exploit engineered heparins in drug discovery and biotechnology applications. Company has a number of collaborative projects with external partners, and is also developing an internal pipeline of projects. Company is pre-investment and established a lab in 2010 and seeking further grant and investment income.; http://www.intellihep.com/","2006","Early stage development of hit compounds as beta-secretase inhibitors for treating the underlying cause of Alzheimers disease. Option to licence IP from Liverpool University on an anticancer metastatic drug. Employment of research staff and regular funded projects sub-contracted into University labs. Collaborating with China partners on commercial applications of heparin by-products.","http://www.intellihep.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=1D2B8E8802C&grantRef=BB%2FI004343%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/I004343/1","1E49C8EF-0AC8-49D1-ABC3-732B5238B723","2512EF1C-401B-4222-9869-A770D4C5FAC7","A0A585E0-6B0D-4643-A3A6-47943B4CBFEF","8D381AAA-E001-4B4F-8C29-3C468F3AFC6C"
