"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Type","Current Stage of Development","Clinical Trial?","UKCRN/ISCTN ID","Year Development Stage Completed","Development Status","Description","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"MRC","MC_PC_13038","Research Grant","Products Interventions & Clinical Trials","University College London",,"Vugler","Anthony","","Safety and Tolerability of hRPC in Retinitis Pigmentosa (hRPCRP)","Therapeutic Intervention - Cellular and gene therapies","Early clinical assessment","Yes",,"2016","Under active development/distribution","Following a successful IND application to the FDA, ReNeuron have now initiated a Phase I/II clinical trial in patients with advanced Retinitis Pigmentosa. This is a dose-escalation study with will assess the safety and tolerability of their hRPC product in humans. This comes as a direct result of my technology strategy board (Innovate UK, TSB) funded research with Reneuron, during which I designed and implemented preclinical safety and efficacy studies and compiled regulatory documents for the IND submission.","During the pre-clinical efficacy testing, we were able to fully phenotype the hRPCs and insights from this work have now opened up new research / exploitation avenues for the ReNeuron product. On the basis of these findings, ReNeuron put in another application to Innovate UK (with myself) to test the efficacy of hRPCs in other preclinical models of retinal disease.","https://clinicaltrials.gov/ct2/show/NCT02464436?term=Reneuron&rank=1","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56daa910f24262.45589778&grantRef=MC_PC_13038","http://gtr.rcuk.ac.uk:80/projects?ref=MC_PC_13038","85FBF7B7-F65C-458D-AB11-A67851A229DB","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","9D2B4100-2005-4DB7-81FB-577933C5C2E0"
"MRC","G0700307","Research Grant","Products Interventions & Clinical Trials","King's College London","Randall Div of Cell and Molecular Biophy","Zammit","Peter","","Exon skipping sequences","Therapeutic Intervention - Drug","Initial development","",,"2013","Actively seeking support","Paper accepted that will then potentially allow patent protection for the sequences involved in exon skipping. 

• Scharner, J., Figeac, N., Ellis, J.A. and Zammit, P.S. (2015). Ameliorating pathogenesis by removing an exon containing a missense mutation: a potential exon-skipping therapy for laminopathies. Gene Therapy 22, 503-515.","Provides a potential therapy for some laminopathies.

Identifies the potential to treat certain diseases that arise from missense mutations in proteins with structural repeats by exon skipping.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=gaEMk932nSZ&grantRef=G0700307","http://gtr.rcuk.ac.uk:80/projects?ref=G0700307","434DFCB2-88C9-44D8-89C1-FBF97EBED19C","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","E2431A12-51E3-4F82-B76A-C6822C5869AF"
"MRC","G0700307","Research Grant","Products Interventions & Clinical Trials","King's College London","Randall Div of Cell and Molecular Biophy","Zammit","Peter","","Identification of new LMNA mutations for diagnosis of EDMD","Management of Diseases and Conditions","Refinement.  Clinical","",,"2010","Under active development/distribution","Novel LMNA mutations published on the http://www.umd.be/ database, allowing rapid confirmation after genetic testing for a diagnosis of EDMD.","Novel LMNA mutations published on the http://www.umd.be/ database, allowing rapid confirmation after genetic testing of a diagnosis of EDMD.","http://www.umd.be/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=Ey3qdkmNaK6&grantRef=G0700307","http://gtr.rcuk.ac.uk:80/projects?ref=G0700307","434DFCB2-88C9-44D8-89C1-FBF97EBED19C","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","E2431A12-51E3-4F82-B76A-C6822C5869AF"
"MRC","MR/K007467/1","Research Grant","Products Interventions & Clinical Trials","Imperial College London","Dept of Medicine","Evans","Carlton","","Qualitative Background on Reducing Stigma","Health and Social Care Services","Refinement.  Non-clinical","",,"2016","On hold","Collection of qualitative data on the social determinants that contribute to diagnostic delay of tuberculosis has been completed. This data has been used to help develop and refine TB Clubs aimed to reduce the social stigma surrounding tuberculosis disease. The principle source of funding for this work has been a research fellowship granted for Lily Bonadonna by the Innovation for Health and Development (IFHAD) group.","The development of these TB clubs has shown us the important use and need for qualitative data while designing social interventions.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56e0aa2a376bb4.84263435&grantRef=MR%2FK007467%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/K007467/1","30F73E15-ED67-47BA-9623-CB9F0CBC79E9","C008C651-F5B0-4859-A334-5F574AB6B57C","46387D84-F71E-4B7D-8C7D-9C288F113510","9FB96E0B-B7E9-4BCD-B01F-FB7008EEE23D"
"BBSRC","BB/K011111/2","Research Grant","Products Interventions & Clinical Trials","Newcastle University","Institute of Human Genetics","Connon","Che","http://orcid.org/0000-0001-8264-6531","Stem cell bandage","Therapeutic Intervention - Medical Devices","Refinement.  Non-clinical","",,"2015","Under active development/distribution","Stem cell bandage. A hydrogel containing human adipose derived stem cells that can be stored for 2 weeks at 4 degrees C then applied to a superficial wound to speed up wound closure and/or prevent scarring. works via paracrine release from entrapped stem cells.","developing own business to support this invention",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56d714a8c39570.55867748&grantRef=BB%2FK011111%2F2","http://gtr.rcuk.ac.uk:80/projects?ref=BB/K011111/2","54593E32-27AA-419D-B719-C648A95ED0F5","2512EF1C-401B-4222-9869-A770D4C5FAC7","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","D3E3D133-1E85-47C0-8DDB-D90CB8795ED7"
"MRC","G0300876","Research Grant","Products Interventions & Clinical Trials","University of Edinburgh","Sch of Philosophy Psychology & Language","Sharpe","Michael","","Guided self-help","Therapeutic Intervention - Psychological/Behavioural","Late clinical evaluation","Yes","ISRCTN47705219","2008","Closed","guided self-help for unexplained symptoms","-",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=rLNkg9x54Xv&grantRef=G0300876","http://gtr.rcuk.ac.uk:80/projects?ref=G0300876","DE38E749-2842-4EED-8549-B1BD7CD566A9","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","AD137D73-1BB7-4E29-ABE7-233EE06C47AD"
"MRC","G1001147","Research Grant","Products Interventions & Clinical Trials","University of Glasgow","College of Medical, Veterinary &Life Sci","Baker","Andrew","","AdTimp3 for Gene Therapy","Therapeutic Intervention - Cellular and gene therapies","Refinement.  Clinical","",,"2013","Under active development/distribution","Virus is in stages of GMP production for the implementation of the trial","Clinical trial not performed yet.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=f26ZrvA1S4t&grantRef=G1001147","http://gtr.rcuk.ac.uk:80/projects?ref=G1001147","857CC1FB-4B21-4D7D-88A5-949C80FCA961","C008C651-F5B0-4859-A334-5F574AB6B57C","AE58F21F-3622-4382-97BB-1359BD183E9F","3C8A544E-00F6-4FA9-B14D-1F04B5B50A56"
"MRC","MC_U105131672","Intramural","Products Interventions & Clinical Trials","MRC Laboratory of Molecular Biology",,"Dear","Paul","","Pre-fertilisation diagnostics","Diagnostic Tool - Non-Imaging","Early clinical assessment","",,"2009","Under active development/distribution","Method allows chromatid-level analysis of aneuploidy in human oocytes prior to fertilisation.","The method continues to be evaluated by retrospective analysis of human subjects undergoing fertility treatment. 

Update Nov2012: the method is now applied to _prospectively_ to patients undergoing IVF at Europe's largest fertility centre. Early results are successful. I am developing software for the automated interpretation of results.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=NvzdXjpkbot&grantRef=MC_U105131672","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U105131672","1728DE67-3BDA-4976-82F4-C8FEDB002BC6","C008C651-F5B0-4859-A334-5F574AB6B57C","AB7C0822-BBCB-4C61-85EC-5D13C7A31759","B168F1C5-49EB-41F9-8B3D-A7FD38EF3B40"
"MRC","MR/K006584/1","Research Grant","Products Interventions & Clinical Trials","University College London","Epidemiology and Public Health","Hemingway","Harry","","TXT4FLU","Preventative Intervention - Behavioural risk modification","Wide-scale adoption","Yes",,"2015","Under active development/distribution","This was a cluster RCT of text message reminders for flu vaccine in high risk groups. We have completed the trial that showed only a small, non-significant, benefit.","The trial was based on use of electronic health records, and was completed, involving over 200,000 patients, for around &pound;150,000.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56d5b844129484.32223391&grantRef=MR%2FK006584%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/K006584/1","BDF89ADF-30BD-464B-B350-C51DEDF56A7E","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","01A2B752-F82F-4F2F-B246-458D6E5D872D"
"MRC","MC_UU_12023/26","Intramural","Products Interventions & Clinical Trials","University College London",,"Gibb","Diana","","Raltegravir","Therapeutic Intervention - Drug","Late clinical evaluation","Yes",,"2012","Under active development/distribution","Raltegravir is an integrase inhibitor licenced for the treatment of HIV infection. In the REALITY trial we are testing using it as adjunctive therapy for 12 weeks (in addition to standard triple combination therapy) in HIV-infected adults, adolescents and older children (&gt;5 years) with severe immunosuppression when they start anti-HIV treatment, to see if it reduces early mortality on treatment.","None.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56d5c1470665c6.22920869&grantRef=MC_UU_12023%2F26","http://gtr.rcuk.ac.uk:80/projects?ref=MC_UU_12023/26","AC916E03-69C9-4802-8F96-FF8129DB960B","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","58B69503-B9E3-43E3-AEB2-82D521E4C95E"
"MRC","MC_PC_12001/2","Intramural","Products Interventions & Clinical Trials","University of Oxford",,"Hawkins","Maria","","Clinical Trial_SBRT pre-operatively for borderline resectable pancreatic cancer (OCTO)","Therapeutic Intervention - Radiotherapy",,"Yes",,"2015","Under active development/distribution","phase I trial to find the maximum tolerated dose of margin intense stereotactic ablation radiotherapy for borderline resectable pancreatic cancer","trial ongoing","http://www.oncology.ox.ac.uk/trial/sparc","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56a231bdce0139.30979213&grantRef=MC_PC_12001%2F2","http://gtr.rcuk.ac.uk:80/projects?ref=MC_PC_12001/2","879CC539-B191-45E8-8CD4-A8D3DEA84B21","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","EC6FA051-95A6-49A6-A59F-83F91DF7F679"
"MRC","MC_PC_12001/2","Intramural","Products Interventions & Clinical Trials","University of Oxford",,"Hawkins","Maria","","Addition of stereotactic body radiotherapy to systemic chemotherapy in locally advanced biliary tract cancers(Cancer Research UK & UCL Cancer Trials Centre)","Therapeutic Intervention - Radiotherapy",,"",,"2015","Under active development/distribution","CRUK funded trial","none at present",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56a23387415d80.55938806&grantRef=MC_PC_12001%2F2","http://gtr.rcuk.ac.uk:80/projects?ref=MC_PC_12001/2","879CC539-B191-45E8-8CD4-A8D3DEA84B21","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","EC6FA051-95A6-49A6-A59F-83F91DF7F679"
"ESRC","ES/F029624/1","Research Grant","Products Interventions & Clinical Trials","University of Southampton","School of Psychology","Yardley","Lucy","","Proactive","Therapeutic Intervention - Psychological/Behavioural","Early clinical assessment","",,"2014","Under active development/distribution","Web-based resource to supplement group-based education intervention for men diagnosed with prostate cancer being managed by active surveillance. The development phase has been completed. 

Funding source: NIHR National School for Primary Care Research","Proactive was created using the LifeGuide intervention authoring software (RES-149-25-1069).",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=54636d0c7b72e2.89832697&grantRef=ES%2FF029624%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ES/F029624/1","F48C00DE-E012-4AF7-A9E3-E9E2C80BC15C","924BE15C-91F2-4AAD-941A-3F338324B6AE","30A429E3-83B7-4E41-99C0-14A144F07DFE","D90428DB-86C4-4981-9029-043FEDA48915"
