"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Protection","IP Reference","Year Protection Granted","Licensed?","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/I011870/1","Research Grant","Intellectual Property","University of Nottingham","Sch of Chemistry","Schroder","Martin","","Coordination Polymers for Gas Capture","Novel MOFs with exceptional gas adsorption properties","Patent application published","WO2013144628","2012","No","Under negotiation",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=545397deda62f4.05626522&grantRef=EP%2FI011870%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I011870/1","461C0B15-38A1-4961-843C-918799B2DC1E","798CB33D-C79E-4578-83F2-72606407192C","936D002F-A8D1-4A93-AE5D-825ED0903D8D","320A9E84-D5A3-4BDD-9BAB-9BEC4AAB40E4"
"EPSRC","EP/G014736/1","Research Grant","Intellectual Property","Imperial College London","Dept of Surgery and Cancer","Chayen","Naomi","","Patent Application: Protein Crystallization using molecularly imprinted polymers","Design of molecularly imprinted polymers as nucleation inducing materials for the formation of protein crystals","Patent granted","GB2470744","2008","Yes","A product called Chayen Reddy MIP",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-5690867803.702939766779ac&grantRef=EP%2FG014736%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G014736/1","6094706A-D81D-4C2C-803B-7B2ED5843DDA","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","811DAD3B-2944-4DFD-9D22-2B04E48A2EC3"
"ESRC","ES/I01036X/1","Research Grant","Intellectual Property","University of Leeds","Leeds Institute of Health Sciences","Mir","Ghazala","http://orcid.org/0000-0002-5277-6885","Strategies to reduce infant mortality developed by bereaved women","A range of strategies developed by bereaved women in the HOPE groups to improve the quality of maternity services for women at higher risk of infant death","Protection not required",,"","No","The strategies have been disseminated and promoted to maternity care practitioners and the HOPE group itself has been promoted as an example of good practice in preventative healthcare by the Chief Medical Officer (see https://www.gov.uk/government/publications/chief-medical-officers-annual-report-2012-our-children-deserve-better-prevention-pays)",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=545bb341eb14c4.35032855&grantRef=ES%2FI01036X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ES/I01036X/1","1D772177-5EE0-4742-96CC-8A6043FAE0B3","924BE15C-91F2-4AAD-941A-3F338324B6AE","83D87776-5958-42AE-889D-B8AECF16B468","5F8989FA-2358-4AD7-A8F3-B7FC55AE79E6"
"BBSRC","BB/I004475/1","Research Grant","Intellectual Property","University of Nottingham","Sch of Molecular Medical Sciences","Minton","Nigel","","Allele Couple Exchange","A molecular biology tool to enable the sequential construction of large DNA inserts in the target organisms' chromosome using homologous recombination and sequential use of selection markers.","Patent application published","WO2009/101400 priority number","2008","Yes","The technology has facilitated discussions with a number of companies and academics and has lead to new grant applications and new collaborations. 

This technology along with others developed in the research group form the Minton Roadmap of gene technology development in bacteria. These technologies together helped lay the foundations for a &pound;14.3m Synthetic Biology Research Centre bid to BBSRC and EPSRC which was subsequently funded.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=545b8a41a71f43.31537149&grantRef=BB%2FI004475%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/I004475/1","EBC95DF2-AF70-478D-9043-D1586B4C2843","2512EF1C-401B-4222-9869-A770D4C5FAC7","936D002F-A8D1-4A93-AE5D-825ED0903D8D","CAB13A88-E7C2-42DB-973E-3D6A5E305AF7"
"MRC","G0700078","Research Grant","Intellectual Property","University of Nottingham","School of Life Sciences","Johnson","Andrew","","Biological materials and uses thereof. (WO2007010287)","The patent protects the use of axoltol oocyte extracts as a tool to reprogram soamtic cells.","Patent granted","WO2007010287","2007","Yes","We have demonstrated the mechanisms that remodel the pluripotency gene network for activation during reprograming.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=65A2A544554&grantRef=G0700078","http://gtr.rcuk.ac.uk:80/projects?ref=G0700078","EE1A00C9-C18D-4FE7-92C6-D22D82642AF1","C008C651-F5B0-4859-A334-5F574AB6B57C","936D002F-A8D1-4A93-AE5D-825ED0903D8D","0328B883-9698-43E1-A6DC-ED758E6B07F1"
"BBSRC","BB/G021791/1","Research Grant","Intellectual Property","Lancaster University","Lancaster Environment Centre","Roberts","Michael","http://orcid.org/0000-0002-1441-7363","IMPROVEMENTS IN AND RELATING TO PLANT PROTECTION","The invention provides seed treatment compositions as well as their use, methods for treating seeds, methods of protecting plants against pests and also treated seeds and plants. In one embodiment there is provided a method of treating a seed with a seed treatment composition to induce a plant resistance mechanism against one or more pests in a plant grown from said seed.","Patent granted","WO2008007100","2009","Yes","Technology applied in products marketed by BASF, with total sales value of approx. &pound;26 million in 2012/13 and &pound;30 million in 2013/14.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-3579021881.8737397766911ae&grantRef=BB%2FG021791%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/G021791/1","173629F1-8A22-4098-8D6B-95F211ED311F","2512EF1C-401B-4222-9869-A770D4C5FAC7","44160F04-5CBF-4E8E-A6C6-C0EF61A5865C","03E4E4B0-6B65-4FA2-8467-A0A0FFBB9A52"
"BBSRC","BB/J021571/1","Research Grant","Intellectual Property","University of Sheffield","Electronic and Electrical Engineering","Hogg","Richard","","Semiconductor light emitting element","We developed a new broadband active element which utilizes quantum dots to modulate (broaden) the emission of conventional quantum well active elements.","Patent granted","JPA 2014012838","2014","Yes","This is part of the IP portfolio of an SME, but has not yet been realised as product.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=57dbb7961d0332.63232644&grantRef=BB%2FJ021571%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/J021571/1","57ECDC0B-DED2-4B2A-B743-A7BC3FC48B42","2512EF1C-401B-4222-9869-A770D4C5FAC7","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","64D9F751-9CAD-4884-A348-04562A84C71C"
"MRC","MR/K012053/1","Research Grant","Intellectual Property","London Sch of Hygiene and Trop Medicine","Infectious and Tropical Diseases","Wren","Brendan","","Development of Streptococcus pneumoniae vaccine","A method to couple different combinations of capsule to antigen in recombinant form in E. coli","Patent application published","GB4366P","","No","Produce inexpensive novel vaccine",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=54552a9c346f35.58549129&grantRef=MR%2FK012053%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/K012053/1","59CE4754-40AB-4775-A153-A71FFAEED3BD","C008C651-F5B0-4859-A334-5F574AB6B57C","055EA8B7-2C66-4FF5-96DD-63FA3AA7D0B7","C5408F79-E297-4CFB-9A94-977B26D51DB3"
"MRC","G0401546","Research Grant","Intellectual Property","University of Manchester","Medical and Human Sciences","Green","Jonathan","","PACT manual","new intervention for autism","Protection not required",,"2010","No","due for publication 
training in progress",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=tQa33q8Vzn3&grantRef=G0401546","http://gtr.rcuk.ac.uk:80/projects?ref=G0401546","67BF83DD-28D4-4186-A929-A443173B2A3E","C008C651-F5B0-4859-A334-5F574AB6B57C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","4727AA6D-1C38-444E-A437-9293DAE531B5"
"MRC","G0600698","Research Grant","Intellectual Property","King's College London","Medicine School Office","Sacks","Steven","","Antithrombotic Compounds","It has been found that linkage of anticoagulant peptides to membrane-localising (cytotopic) reagents generates conjugates which are capable of inhibiting thrombin when attached to cell surfaces. This enables organs to be anticoagulated by perfusion ex-vivo prior to transplantation into the recipient. For the first time, it appears to be possible to separate local antithrombotic effects from systemic pharmacological ones using a readily translatable therapeutic agent.","Patent granted","WO2011027175","2011","No","It may be possible to control thrombosis in transplantation (for example, in pancreatic and islet cell transplantation and in the prevention of antibody-mediated acute rejection) using this approach, as shown in early pre-clinical models in rat.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=7CE388A2547&grantRef=G0600698","http://gtr.rcuk.ac.uk:80/projects?ref=G0600698","3522978F-1202-4B62-82D9-9661C46F8C3A","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","893D66CD-2721-4DA1-BC08-7050127B4B3A"
"MRC","G0000865","Research Grant","Intellectual Property","University College London","Cell and Developmental Biology","Hunt","Stephen","","Gene knockout mouse","Only mouse with discrete knockout of Reg IIIbeta gene","Protection not required",,"2006","Yes","None as yet",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=or5b7TQ3zxE&grantRef=G0000865","http://gtr.rcuk.ac.uk:80/projects?ref=G0000865","5BFE1978-0B0C-486F-B04E-9770F9E183C6","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","27FEBC0F-8A74-49A7-A64F-AF63BEBA765A"
"EPSRC","EP/L024225/1","Research Grant","Intellectual Property","University College London","Mechanical Engineering","Edirisinghe","Mohan","","Article and method of surface treatment of an article","An article comprising: a substrate; and over at least part of a surface of said substrate an outer coating of hydroxyapatite and an intermediate bonding layer bonded to said substrate and to said outer coating, wherein a mechanical interlock is present between said substrate and said outer coating.","Patent granted","EP2361100","2013","Commercial In Confidence","The Royal Society Brian Mercer (Innovation) Feasibility Award 2013.

Also note that the patent is now granted in the USA and China.

Patent No File Date Issue Date Country
US9044528 30/11/2009 02/06/2015 United States 
CN102245220 30/11/2009 11/06/2014 China 

The work has also led to a further EPSRC grant: EP/L024225/1",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=r-3902984153.38898473d690c6c&grantRef=EP%2FL024225%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/L024225/1","BCB6B356-5DAC-4596-AC57-AACB77238E0A","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","D9A93A23-5B9D-473E-8D4F-80E344F5D678"
"BBSRC","BB/D018595/1","Research Grant","Intellectual Property","Imperial College London","Dept of Medicine","Korchev","Yuri","","Scanning Probe Microscopy","A method for interrogating a surface using scanning ion conductance microscopy (SICM), comprising the steps of: a) repeatedly bringing a SICM probe into proximity with the surface at discrete, spaced locations in a region of the surface and measuring surface height at each location; b) estimating surface roughness or other characteristic for the region based upon the surface height measurements; and c) repeatedly bringing the probe into proximity with the surface at discrete, spaced locations in the region, the number and location of which is based upon the estimated surface roughness or other characteristic in the region, and obtaining an image of the region with a resolution adapted to the surface roughness or other characteristic.","Patent granted","WO2009095720","2009","Yes","This is currently the main method used by SICM and implemented in microscopes sold by Ionscope and Park System",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5460b1abe1cfe8.83158254&grantRef=BB%2FD018595%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/D018595/1","08721C5A-335A-4AC0-AC98-A10CC1F3A03E","2512EF1C-401B-4222-9869-A770D4C5FAC7","46387D84-F71E-4B7D-8C7D-9C288F113510","A4B7208A-B5B4-4848-AC20-0CA2C587E181"
"MRC","G0802567","Research Grant","Intellectual Property","University of Aberdeen","Cal Unit (Medical Faculty)","Welch","Andy","","PET imaging with 5-(18-fluoro)ribose-protein conjugates","Novel PET labelling technique","Patent application published","GB1110239.9","2011","No","Novel chemistry",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=LpnjgY98xVk&grantRef=G0802567","http://gtr.rcuk.ac.uk:80/projects?ref=G0802567","A39B047F-B793-4D4E-AB85-8A96D26BF9FC","C008C651-F5B0-4859-A334-5F574AB6B57C","F7E13617-2678-475B-99E4-31479C92038D","1864EEAF-C6BC-494B-A03D-5E2AF12CAACF"
"BBSRC","BB/J016837/1","Research Grant","Intellectual Property","The Pirbright Institute","UNLISTED","Fife","Mark","","SAL1 Patent for Salmonella resistance in chickens","SAL1 Patent for Salmonella resistance in chickens","Patent application published","PCT/GB2010/000850","","No","Secured further funding and allowed Link grant with commercial company.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56bde5800ef516.71673337&grantRef=BB%2FJ016837%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/J016837/1","602E2572-35D7-4EF4-AA9E-7908E872F86B","2512EF1C-401B-4222-9869-A770D4C5FAC7","59EE6C94-CB2C-4AB3-9A0B-EAAF5A6550CD","A91E8E72-1FFF-4144-BB77-220E470544E1"
"MRC","G0401428","Research Grant","Intellectual Property","University of Sheffield","Materials Science and Engineering","MacNeil","Sheila","","A dressing comprising an electrospun scaffold and a nonsteroidal anti-inflammatory drug","The invention relates to a wound dressing comprising an electrospun scaffold. The scaffold comprises a biodegradable polymer or co-polymer and a nonsteroidal anti-inflammatory drug (NSAID). The biodegradable polymer or co-polymer is preferably biocompatible. One such co-polymer is a polyp(D,L-lactic-co-glycolide. The NSAID may be a propionic NSAID such as [2-(4-isobutylphenyl)propionic acid] (ibuprofen) or it may be acetylsalicylic acid (aspirin). Preferably, the scaffold comprises between 5-30% by weight of NSAID. The polymer or co-polymer may be capable of each dissolving in a common solvent. Also disclosed is a method of forming an electrospun scaffold and a method of treating a wound using the dressing.","Patent application published","GB2468503","2010","Commercial In Confidence","The commercial aspects of this work have been recognised and patent applications have been filed in the UK and the USA. The University of Sheffield's technology transfer company Biofusion is currently attempting to secure licensing agreements with external corporations on aspects of this technology.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=B15tX4ZmHpY&grantRef=G0401428","http://gtr.rcuk.ac.uk:80/projects?ref=G0401428","62047644-97E5-4E00-8AE7-79CF16E135F0","C008C651-F5B0-4859-A334-5F574AB6B57C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","0375F088-818A-437C-9B0F-0610197366AB"
